X,Y,Predicted,Number of 1's,A2,Z2,A1,Z1
"[1, 1, 1, 0, 0, 1, 0, 1, 1, 0]",0,0,6,0.02,-4.04,"[1.0, 1.0, 0.97, 1.0]","[10.97, 8.08, 3.56, 11.12]"
"[1, 1, 1, 0, 0, 1, 0, 1, 1, 1]",0,0,7,0.02,-3.9,"[1.0, 1.0, 0.93, 1.0]","[10.69, 11.88, 2.66, 10.99]"
"[1, 1, 1, 0, 0, 1, 1, 0, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.96, 8.7, 7.77, 6.99]"
"[1, 1, 1, 0, 0, 1, 1, 0, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.68, 12.51, 6.87, 6.86]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[7.01, 8.72, 7.94, 6.93]"
"[1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.72, 12.53, 7.04, 6.8]"
"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.5, 7.66, 7.23, 10.79]"
"[1, 1, 1, 0, 0, 1, 1, 1, 0, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.22, 11.47, 6.34, 10.66]"
"[1, 1, 1, 0, 0, 1, 1, 1, 1, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.55, 7.68, 7.4, 10.73]"
"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1]",0,0,8,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.27, 11.49, 6.51, 10.6]"
"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0]",0,0,4,0.02,-4.06,"[1.0, 1.0, 0.98, 1.0]","[7.32, 9.15, 3.9, 7.32]"
"[1, 1, 1, 0, 1, 0, 0, 0, 0, 1]",0,0,5,0.02,-3.96,"[1.0, 1.0, 0.95, 1.0]","[7.04, 12.96, 3.0, 7.19]"
"[1, 1, 1, 0, 1, 0, 0, 0, 1, 0]",0,0,5,0.02,-4.07,"[1.0, 1.0, 0.98, 1.0]","[7.37, 9.17, 4.07, 7.26]"
"[1, 1, 1, 0, 1, 0, 0, 0, 1, 1]",0,0,6,0.02,-3.99,"[1.0, 1.0, 0.96, 1.0]","[7.09, 12.98, 3.17, 7.13]"
"[1, 1, 1, 0, 1, 0, 0, 1, 0, 0]",0,0,5,0.02,-4.01,"[1.0, 1.0, 0.97, 1.0]","[10.87, 8.11, 3.36, 11.12]"
"[1, 1, 1, 0, 1, 0, 0, 1, 0, 1]",0,0,6,0.02,-3.85,"[1.0, 1.0, 0.92, 1.0]","[10.59, 11.91, 2.47, 10.99]"
"[1, 1, 1, 0, 1, 0, 0, 1, 1, 0]",0,0,6,0.02,-4.03,"[1.0, 1.0, 0.97, 1.0]","[10.91, 8.13, 3.53, 11.06]"
"[1, 1, 1, 0, 1, 0, 0, 1, 1, 1]",0,0,7,0.02,-3.9,"[1.0, 1.0, 0.93, 1.0]","[10.63, 11.93, 2.64, 10.93]"
"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.9, 8.75, 7.74, 6.93]"
"[1, 1, 1, 0, 1, 0, 1, 0, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.62, 12.56, 6.85, 6.8]"
"[1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.95, 8.77, 7.92, 6.87]"
"[1, 1, 1, 0, 1, 0, 1, 0, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.67, 12.58, 7.02, 6.74]"
"[1, 1, 1, 0, 1, 0, 1, 1, 0, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.45, 7.71, 7.21, 10.73]"
"[1, 1, 1, 0, 1, 0, 1, 1, 0, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.16, 11.52, 6.31, 10.6]"
"[1, 1, 1, 0, 1, 0, 1, 1, 1, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.49, 7.73, 7.38, 10.67]"
"[1, 1, 1, 0, 1, 0, 1, 1, 1, 1]",0,0,8,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.21, 11.53, 6.49, 10.54]"
"[1, 1, 1, 0, 1, 1, 0, 0, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.64, 13.58, 7.4, 10.61]"
"[1, 1, 1, 0, 1, 1, 0, 0, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.36, 17.39, 6.51, 10.48]"
"[1, 1, 1, 0, 1, 1, 0, 0, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.69, 13.6, 7.58, 10.55]"
"[1, 1, 1, 0, 1, 1, 0, 0, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.4, 17.41, 6.68, 10.42]"
"[1, 1, 1, 0, 1, 1, 0, 1, 0, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[14.19, 12.54, 6.87, 14.4]"
"[1, 1, 1, 0, 1, 1, 0, 1, 0, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[13.9, 16.34, 5.97, 14.28]"
"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[14.23, 12.56, 7.04, 14.34]"
"[1, 1, 1, 0, 1, 1, 0, 1, 1, 1]",1,0,8,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[13.95, 16.36, 6.15, 14.22]"
"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.22, 13.18, 11.25, 10.22]"
"[1, 1, 1, 0, 1, 1, 1, 0, 0, 1]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.94, 16.99, 10.36, 10.09]"
"[1, 1, 1, 0, 1, 1, 1, 0, 1, 0]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.26, 13.2, 11.42, 10.16]"
"[1, 1, 1, 0, 1, 1, 1, 0, 1, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.98, 17.01, 10.53, 10.03]"
"[1, 1, 1, 0, 1, 1, 1, 1, 0, 0]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.76, 12.14, 10.72, 14.01]"
"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.48, 15.94, 9.82, 13.88]"
"[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.81, 12.16, 10.89, 13.95]"
"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",0,0,9,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.53, 15.96, 9.99, 13.83]"
"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",0,0,4,0.02,-3.94,"[0.97, 0.98, 0.99, 0.97]","[3.57, 4.17, 4.36, 3.59]"
"[1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",0,0,5,0.02,-3.91,"[0.96, 1.0, 0.97, 0.97]","[3.28, 7.98, 3.47, 3.46]"
"[1, 1, 1, 1, 0, 0, 0, 0, 1, 0]",0,0,5,0.02,-3.95,"[0.97, 0.99, 0.99, 0.97]","[3.61, 4.19, 4.53, 3.53]"
"[1, 1, 1, 1, 0, 0, 0, 0, 1, 1]",0,0,6,0.02,-3.92,"[0.97, 1.0, 0.97, 0.97]","[3.33, 8.0, 3.64, 3.4]"
"[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]",0,0,5,0.02,-3.9,"[1.0, 0.96, 0.98, 1.0]","[7.11, 3.13, 3.83, 7.39]"
"[1, 1, 1, 1, 0, 0, 0, 1, 0, 1]",0,0,6,0.02,-3.95,"[1.0, 1.0, 0.95, 1.0]","[6.83, 6.94, 2.93, 7.26]"
"[1, 1, 1, 1, 0, 0, 0, 1, 1, 0]",0,0,6,0.02,-3.92,"[1.0, 0.96, 0.98, 1.0]","[7.15, 3.15, 4.0, 7.33]"
"[1, 1, 1, 1, 0, 0, 0, 1, 1, 1]",0,0,7,0.02,-3.98,"[1.0, 1.0, 0.96, 1.0]","[6.87, 6.96, 3.1, 7.2]"
"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0]",0,0,5,0.02,-3.91,"[0.96, 0.98, 1.0, 0.96]","[3.14, 3.78, 8.21, 3.2]"
"[1, 1, 1, 1, 0, 0, 1, 0, 0, 1]",0,0,6,0.02,-3.96,"[0.95, 1.0, 1.0, 0.96]","[2.86, 7.58, 7.31, 3.07]"
"[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",0,0,6,0.02,-3.91,"[0.96, 0.98, 1.0, 0.96]","[3.19, 3.8, 8.38, 3.14]"
"[1, 1, 1, 1, 0, 0, 1, 0, 1, 1]",0,0,7,0.02,-3.96,"[0.95, 1.0, 1.0, 0.95]","[2.91, 7.6, 7.49, 3.01]"
"[1, 1, 1, 1, 0, 0, 1, 1, 0, 0]",0,0,6,0.02,-3.91,"[1.0, 0.94, 1.0, 1.0]","[6.69, 2.73, 7.68, 7.0]"
"[1, 1, 1, 1, 0, 0, 1, 1, 0, 1]",0,0,7,0.02,-4.12,"[1.0, 1.0, 1.0, 1.0]","[6.41, 6.54, 6.78, 6.87]"
"[1, 1, 1, 1, 0, 0, 1, 1, 1, 0]",0,0,7,0.02,-3.91,"[1.0, 0.94, 1.0, 1.0]","[6.73, 2.75, 7.85, 6.94]"
"[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",1,0,8,0.02,-4.12,"[1.0, 1.0, 1.0, 1.0]","[6.45, 6.56, 6.95, 6.81]"
"[1, 1, 1, 1, 0, 1, 0, 0, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.88, 8.6, 7.87, 6.87]"
"[1, 1, 1, 1, 0, 1, 0, 0, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.6, 12.41, 6.97, 6.75]"
"[1, 1, 1, 1, 0, 1, 0, 0, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.93, 8.62, 8.04, 6.82]"
"[1, 1, 1, 1, 0, 1, 0, 0, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.64, 12.43, 7.15, 6.69]"
"[1, 1, 1, 1, 0, 1, 0, 1, 0, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.43, 7.56, 7.34, 10.67]"
"[1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.14, 11.37, 6.44, 10.54]"
"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.47, 7.58, 7.51, 10.61]"
"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1]",0,0,8,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.19, 11.39, 6.61, 10.48]"
"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.46, 8.21, 11.72, 6.48]"
"[1, 1, 1, 1, 0, 1, 1, 0, 0, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.18, 12.01, 10.82, 6.35]"
"[1, 1, 1, 1, 0, 1, 1, 0, 1, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.5, 8.22, 11.89, 6.42]"
"[1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",0,0,8,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.22, 12.03, 10.99, 6.3]"
"[1, 1, 1, 1, 0, 1, 1, 1, 0, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.0, 7.16, 11.18, 10.28]"
"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.72, 10.97, 10.29, 10.15]"
"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",0,0,8,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.05, 7.18, 11.36, 10.22]"
"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",0,0,9,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.77, 10.99, 10.46, 10.09]"
"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",0,0,5,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.82, 8.65, 7.85, 6.82]"
"[1, 1, 1, 1, 1, 0, 0, 0, 0, 1]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.54, 12.46, 6.95, 6.69]"
"[1, 1, 1, 1, 1, 0, 0, 0, 1, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.87, 8.67, 8.02, 6.76]"
"[1, 1, 1, 1, 1, 0, 0, 0, 1, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.59, 12.48, 7.12, 6.63]"
"[1, 1, 1, 1, 1, 0, 0, 1, 0, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.37, 7.61, 7.32, 10.61]"
"[1, 1, 1, 1, 1, 0, 0, 1, 0, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.09, 11.42, 6.42, 10.48]"
"[1, 1, 1, 1, 1, 0, 0, 1, 1, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.41, 7.63, 7.49, 10.55]"
"[1, 1, 1, 1, 1, 0, 0, 1, 1, 1]",0,0,8,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[10.13, 11.44, 6.59, 10.42]"
"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0]",0,0,6,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.4, 8.25, 11.7, 6.43]"
"[1, 1, 1, 1, 1, 0, 1, 0, 0, 1]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.12, 12.06, 10.8, 6.3]"
"[1, 1, 1, 1, 1, 0, 1, 0, 1, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.45, 8.27, 11.87, 6.37]"
"[1, 1, 1, 1, 1, 0, 1, 0, 1, 1]",0,0,8,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[6.16, 12.08, 10.97, 6.24]"
"[1, 1, 1, 1, 1, 0, 1, 1, 0, 0]",0,0,7,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[9.95, 7.21, 11.16, 10.22]"
"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.66, 11.02, 10.27, 10.09]"
"[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]",0,0,8,0.02,-4.13,"[1.0, 1.0, 1.0, 1.0]","[9.99, 7.23, 11.33, 10.16]"
"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",0,0,9,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.71, 11.04, 10.44, 10.03]"
"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",0,0,6,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.14, 13.08, 11.36, 10.1]"
"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.86, 16.89, 10.46, 9.97]"
"[1, 1, 1, 1, 1, 1, 0, 0, 1, 0]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[10.18, 13.1, 11.53, 10.04]"
"[1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.9, 16.91, 10.63, 9.91]"
"[1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.68, 12.04, 10.82, 13.9]"
"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.4, 15.85, 9.93, 13.77]"
"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.73, 12.06, 10.99, 13.84]"
"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",0,0,9,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.45, 15.87, 10.1, 13.71]"
"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",0,0,7,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.72, 12.68, 15.2, 9.71]"
"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.44, 16.49, 14.31, 9.58]"
"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.76, 12.7, 15.37, 9.65]"
"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",0,0,9,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[9.48, 16.51, 14.48, 9.52]"
"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",0,0,8,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.26, 11.64, 14.67, 13.51]"
"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",0,0,9,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[12.98, 15.45, 13.77, 13.38]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",0,0,9,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.31, 11.66, 14.84, 13.45]"
"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0,10,0.02,-4.14,"[1.0, 1.0, 1.0, 1.0]","[13.03, 15.47, 13.95, 13.32]"
